sentence,type,pronoun,preferred
Jennifer didn't donate a limousine. The limousine was eco-friendly.,negation,0,0
Jennifer donated a limousine. It was eco-friendly.,negation,1,1
Jennifer didn't donate a limousine. It was eco-friendly.,negation,1,0
Chris donated a limousine. The limousine was expensive.,negation,0,1
Chris didn't donate a limousine. The limousine was expensive.,negation,0,0
Chris donated a limousine. It was expensive.,negation,1,1
Chris didn't donate a limousine. It was expensive.,negation,1,0
Bob donated a limousine. The limousine had a flat tire.,negation,0,1
Bob didn't donate a limousine. The limousine had a flat tire.,negation,0,0
Bob donated a limousine. It had a flat tire.,negation,1,1
Bob didn't donate a limousine. It had a flat tire.,negation,1,0
Barbara donated a limousine. The limousine could seat multiple people.,negation,0,1
Barbara didn't donate a limousine. The limousine could seat multiple people.,negation,0,0
Barbara donated a limousine. It could seat multiple people.,negation,1,1
Barbara didn't donate a limousine. It could seat multiple people.,negation,1,0
Mary donated a limousine. The limousine required a special cable.,negation,0,1
Mary didn't donate a limousine. The limousine required a special cable.,negation,0,0
Mary donated a limousine. It required a special cable.,negation,1,1
Mary didn't donate a limousine. It required a special cable.,negation,1,0
Joseph donated a limousine. The limousine's rear mirror was dirty.,negation,0,1
Joseph didn't donate a limousine. The limousine's rear mirror was dirty.,negation,0,0
Joseph donated a limousine. Its rear mirror was dirty.,negation,1,1
Joseph didn't donate a limousine. Its rear mirror was dirty.,negation,1,0
Bob donated a limousine. The limousine made squeaky noises.,negation,0,1
Bob didn't donate a limousine. The limousine made squeaky noises.,negation,0,0
Bob donated a limousine. It made squeaky noises.,negation,1,1
Bob didn't donate a limousine. It made squeaky noises.,negation,1,0
Thomas repaired a limousine. The limousine was blue.,negation,0,1
Thomas didn't repair a limousine. The limousine was blue.,negation,0,0
Thomas repaired a limousine. It was blue.,negation,1,1
Thomas didn't repair a limousine. It was blue.,negation,1,0
Jessica repaired a limousine. The limousine was fast.,negation,0,1
Jessica didn't repair a limousine. The limousine was fast.,negation,0,0
Jessica repaired a limousine. It was fast.,negation,1,1
Jessica didn't repair a limousine. It was fast.,negation,1,0
Mary repaired a limousine. The limousine was slow.,negation,0,1
Mary didn't repair a limousine. The limousine was slow.,negation,0,0
Mary repaired a limousine. It was slow.,negation,1,1
Mary didn't repair a limousine. It was slow.,negation,1,0
Jessica repaired a limousine. The limousine was eco-friendly.,negation,0,1
Jessica didn't repair a limousine. The limousine was eco-friendly.,negation,0,0
Jessica repaired a limousine. It was eco-friendly.,negation,1,1
Jessica didn't repair a limousine. It was eco-friendly.,negation,1,0
Bill repaired a limousine. The limousine was expensive.,negation,0,1
Bill didn't repair a limousine. The limousine was expensive.,negation,0,0
Bill repaired a limousine. It was expensive.,negation,1,1
Bill didn't repair a limousine. It was expensive.,negation,1,0
Bob repaired a limousine. The limousine had a flat tire.,negation,0,1
Bob didn't repair a limousine. The limousine had a flat tire.,negation,0,0
Bob repaired a limousine. It had a flat tire.,negation,1,1
Bob didn't repair a limousine. It had a flat tire.,negation,1,0
Elizabeth repaired a limousine. The limousine could seat multiple people.,negation,0,1
Elizabeth didn't repair a limousine. The limousine could seat multiple people.,negation,0,0
Elizabeth repaired a limousine. It could seat multiple people.,negation,1,1
Elizabeth didn't repair a limousine. It could seat multiple people.,negation,1,0
Bob repaired a limousine. The limousine required a special cable.,negation,0,1
Bob didn't repair a limousine. The limousine required a special cable.,negation,0,0
Bob repaired a limousine. It required a special cable.,negation,1,1
Bob didn't repair a limousine. It required a special cable.,negation,1,0
Jennifer repaired a limousine. The limousine's rear mirror was dirty.,negation,0,1
Jennifer didn't repair a limousine. The limousine's rear mirror was dirty.,negation,0,0
Jennifer repaired a limousine. Its rear mirror was dirty.,negation,1,1
Jennifer didn't repair a limousine. Its rear mirror was dirty.,negation,1,0
Linda repaired a limousine. The limousine made squeaky noises.,negation,0,1
Linda didn't repair a limousine. The limousine made squeaky noises.,negation,0,0
Linda repaired a limousine. It made squeaky noises.,negation,1,1
Linda didn't repair a limousine. It made squeaky noises.,negation,1,0
Jessica ruined a limousine. The limousine was blue.,negation,0,1
Jessica didn't ruin a limousine. The limousine was blue.,negation,0,0
Jessica ruined a limousine. It was blue.,negation,1,1
Jessica didn't ruin a limousine. It was blue.,negation,1,0
Michael ruined a limousine. The limousine was fast.,negation,0,1
Michael didn't ruin a limousine. The limousine was fast.,negation,0,0
Michael ruined a limousine. It was fast.,negation,1,1
Michael didn't ruin a limousine. It was fast.,negation,1,0
Linda ruined a limousine. The limousine was slow.,negation,0,1
Linda didn't ruin a limousine. The limousine was slow.,negation,0,0
Linda ruined a limousine. It was slow.,negation,1,1
Linda didn't ruin a limousine. It was slow.,negation,1,0
Linda ruined a limousine. The limousine was eco-friendly.,negation,0,1
Linda didn't ruin a limousine. The limousine was eco-friendly.,negation,0,0
Linda ruined a limousine. It was eco-friendly.,negation,1,1
Linda didn't ruin a limousine. It was eco-friendly.,negation,1,0
Elizabeth ruined a limousine. The limousine was expensive.,negation,0,1
Elizabeth didn't ruin a limousine. The limousine was expensive.,negation,0,0
Elizabeth ruined a limousine. It was expensive.,negation,1,1
Elizabeth didn't ruin a limousine. It was expensive.,negation,1,0
Mary ruined a limousine. The limousine had a flat tire.,negation,0,1
Mary didn't ruin a limousine. The limousine had a flat tire.,negation,0,0
Mary ruined a limousine. It had a flat tire.,negation,1,1
Mary didn't ruin a limousine. It had a flat tire.,negation,1,0
Thomas ruined a limousine. The limousine could seat multiple people.,negation,0,1
Thomas didn't ruin a limousine. The limousine could seat multiple people.,negation,0,0
Thomas ruined a limousine. It could seat multiple people.,negation,1,1
Thomas didn't ruin a limousine. It could seat multiple people.,negation,1,0
Bill ruined a limousine. The limousine required a special cable.,negation,0,1
Bill didn't ruin a limousine. The limousine required a special cable.,negation,0,0
Bill ruined a limousine. It required a special cable.,negation,1,1
Bill didn't ruin a limousine. It required a special cable.,negation,1,0
Nancy ruined a limousine. The limousine's rear mirror was dirty.,negation,0,1
Nancy didn't ruin a limousine. The limousine's rear mirror was dirty.,negation,0,0
Nancy ruined a limousine. Its rear mirror was dirty.,negation,1,1
Nancy didn't ruin a limousine. Its rear mirror was dirty.,negation,1,0
John ruined a limousine. The limousine made squeaky noises.,negation,0,1
John didn't ruin a limousine. The limousine made squeaky noises.,negation,0,0
John ruined a limousine. It made squeaky noises.,negation,1,1
John didn't ruin a limousine. It made squeaky noises.,negation,1,0
Richard bought a scooter. The scooter was blue.,negation,0,1
Richard didn't buy a scooter. The scooter was blue.,negation,0,0
Richard bought a scooter. It was blue.,negation,1,1
Richard didn't buy a scooter. It was blue.,negation,1,0
Nancy bought a scooter. The scooter was fast.,negation,0,1
Nancy didn't buy a scooter. The scooter was fast.,negation,0,0
Nancy bought a scooter. It was fast.,negation,1,1
Nancy didn't buy a scooter. It was fast.,negation,1,0
David bought a scooter. The scooter was slow.,negation,0,1
David didn't buy a scooter. The scooter was slow.,negation,0,0
David bought a scooter. It was slow.,negation,1,1
David didn't buy a scooter. It was slow.,negation,1,0
Nancy bought a scooter. The scooter was eco-friendly.,negation,0,1
Nancy didn't buy a scooter. The scooter was eco-friendly.,negation,0,0
Nancy bought a scooter. It was eco-friendly.,negation,1,1
Nancy didn't buy a scooter. It was eco-friendly.,negation,1,0
Michael bought a scooter. The scooter was expensive.,negation,0,1
Michael didn't buy a scooter. The scooter was expensive.,negation,0,0
Michael bought a scooter. It was expensive.,negation,1,1
Michael didn't buy a scooter. It was expensive.,negation,1,0
Mary bought a scooter. The scooter had a flat tire.,negation,0,1
Mary didn't buy a scooter. The scooter had a flat tire.,negation,0,0
Mary bought a scooter. It had a flat tire.,negation,1,1
Mary didn't buy a scooter. It had a flat tire.,negation,1,0
Barbara bought a scooter. The scooter could seat multiple people.,negation,0,1
Barbara didn't buy a scooter. The scooter could seat multiple people.,negation,0,0
Barbara bought a scooter. It could seat multiple people.,negation,1,1
Barbara didn't buy a scooter. It could seat multiple people.,negation,1,0
Karen bought a scooter. The scooter required a special cable.,negation,0,1
Karen didn't buy a scooter. The scooter required a special cable.,negation,0,0
Karen bought a scooter. It required a special cable.,negation,1,1
Karen didn't buy a scooter. It required a special cable.,negation,1,0
Barbara bought a scooter. The scooter's rear mirror was dirty.,negation,0,1
Barbara didn't buy a scooter. The scooter's rear mirror was dirty.,negation,0,0
Barbara bought a scooter. Its rear mirror was dirty.,negation,1,1
Barbara didn't buy a scooter. Its rear mirror was dirty.,negation,1,0
John bought a scooter. The scooter made squeaky noises.,negation,0,1
John didn't buy a scooter. The scooter made squeaky noises.,negation,0,0
John bought a scooter. It made squeaky noises.,negation,1,1
John didn't buy a scooter. It made squeaky noises.,negation,1,0
Bill rented a scooter. The scooter was blue.,negation,0,1
Bill didn't rent a scooter. The scooter was blue.,negation,0,0
Bill rented a scooter. It was blue.,negation,1,1
Bill didn't rent a scooter. It was blue.,negation,1,0
Linda rented a scooter. The scooter was fast.,negation,0,1
Linda didn't rent a scooter. The scooter was fast.,negation,0,0
Linda rented a scooter. It was fast.,negation,1,1
Linda didn't rent a scooter. It was fast.,negation,1,0
Mary rented a scooter. The scooter was slow.,negation,0,1
Mary didn't rent a scooter. The scooter was slow.,negation,0,0
Mary rented a scooter. It was slow.,negation,1,1
Mary didn't rent a scooter. It was slow.,negation,1,0
Thomas rented a scooter. The scooter was eco-friendly.,negation,0,1
Thomas didn't rent a scooter. The scooter was eco-friendly.,negation,0,0
Thomas rented a scooter. It was eco-friendly.,negation,1,1
Thomas didn't rent a scooter. It was eco-friendly.,negation,1,0
Thomas rented a scooter. The scooter was expensive.,negation,0,1
Thomas didn't rent a scooter. The scooter was expensive.,negation,0,0
Thomas rented a scooter. It was expensive.,negation,1,1
Thomas didn't rent a scooter. It was expensive.,negation,1,0
Jessica rented a scooter. The scooter had a flat tire.,negation,0,1
Jessica didn't rent a scooter. The scooter had a flat tire.,negation,0,0
Jessica rented a scooter. It had a flat tire.,negation,1,1
Jessica didn't rent a scooter. It had a flat tire.,negation,1,0
Bob rented a scooter. The scooter could seat multiple people.,negation,0,1
Bob didn't rent a scooter. The scooter could seat multiple people.,negation,0,0
Bob rented a scooter. It could seat multiple people.,negation,1,1
Bob didn't rent a scooter. It could seat multiple people.,negation,1,0
Bob rented a scooter. The scooter required a special cable.,negation,0,1
Bob didn't rent a scooter. The scooter required a special cable.,negation,0,0
Bob rented a scooter. It required a special cable.,negation,1,1
Bob didn't rent a scooter. It required a special cable.,negation,1,0
Joseph rented a scooter. The scooter's rear mirror was dirty.,negation,0,1
Joseph didn't rent a scooter. The scooter's rear mirror was dirty.,negation,0,0
Joseph rented a scooter. Its rear mirror was dirty.,negation,1,1
Joseph didn't rent a scooter. Its rear mirror was dirty.,negation,1,0
